,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
4267,0.424,0.632,9,-7.243,1,0.0922,0.021,0.0117,0.0545,0.356,97.694,audio_features,7aBAo2pO8LvrN8mGba7MvA,spotify:track:7aBAo2pO8LvrN8mGba7MvA,https://api.spotify.com/v1/tracks/7aBAo2pO8LvrN8mGba7MvA,https://api.spotify.com/v1/audio-analysis/7aBAo2pO8LvrN8mGba7MvA,254533,4
4268,0.533,0.461,7,-5.414,1,0.0271,0.662,0.0,0.0792,0.421,97.204,audio_features,4YSUtdZtwDRKTFeWfCBoeY,spotify:track:4YSUtdZtwDRKTFeWfCBoeY,https://api.spotify.com/v1/tracks/4YSUtdZtwDRKTFeWfCBoeY,https://api.spotify.com/v1/audio-analysis/4YSUtdZtwDRKTFeWfCBoeY,142227,4
4269,0.481,0.634,10,-8.428,0,0.318,0.111,5.32e-06,0.3,0.675,151.236,audio_features,6vluCORdF8bV6zhXfKyKBp,spotify:track:6vluCORdF8bV6zhXfKyKBp,https://api.spotify.com/v1/tracks/6vluCORdF8bV6zhXfKyKBp,https://api.spotify.com/v1/audio-analysis/6vluCORdF8bV6zhXfKyKBp,158280,4
4270,0.733,0.845,9,-6.776,0,0.114,0.0111,1.57e-06,0.0714,0.733,162.006,audio_features,1pQ9HhZ1tYpSS9xIRMekZH,spotify:track:1pQ9HhZ1tYpSS9xIRMekZH,https://api.spotify.com/v1/tracks/1pQ9HhZ1tYpSS9xIRMekZH,https://api.spotify.com/v1/audio-analysis/1pQ9HhZ1tYpSS9xIRMekZH,216453,4
4271,0.76,0.848,10,-3.769,1,0.0719,0.00673,0.000114,0.128,0.782,116.98,audio_features,185fu7IsLEY43NFu31pKZr,spotify:track:185fu7IsLEY43NFu31pKZr,https://api.spotify.com/v1/tracks/185fu7IsLEY43NFu31pKZr,https://api.spotify.com/v1/audio-analysis/185fu7IsLEY43NFu31pKZr,257223,4
4272,0.571,0.814,4,-4.866,0,0.0649,0.000559,0.000131,0.101,0.473,104.055,audio_features,30O9CIEN4wG2fBMdRVbZUJ,spotify:track:30O9CIEN4wG2fBMdRVbZUJ,https://api.spotify.com/v1/tracks/30O9CIEN4wG2fBMdRVbZUJ,https://api.spotify.com/v1/audio-analysis/30O9CIEN4wG2fBMdRVbZUJ,258152,4
4273,0.511,0.876,11,-4.287,0,0.0337,0.0338,0.0,0.645,0.291,142.056,audio_features,4NHuyxiG4Cl2wfqWIzT1hL,spotify:track:4NHuyxiG4Cl2wfqWIzT1hL,https://api.spotify.com/v1/tracks/4NHuyxiG4Cl2wfqWIzT1hL,https://api.spotify.com/v1/audio-analysis/4NHuyxiG4Cl2wfqWIzT1hL,229760,4
4274,0.555,0.362,7,-10.329,1,0.0556,0.0957,0.0,0.171,0.147,92.938,audio_features,0AxuvWeoEODrAkPJQ5X0ls,spotify:track:0AxuvWeoEODrAkPJQ5X0ls,https://api.spotify.com/v1/tracks/0AxuvWeoEODrAkPJQ5X0ls,https://api.spotify.com/v1/audio-analysis/0AxuvWeoEODrAkPJQ5X0ls,189867,4
4275,0.565,0.862,2,-4.497,0,0.0668,0.0287,2.86e-05,0.0719,0.464,90.049,audio_features,1jewtLtBgltHVvHcwuPFUO,spotify:track:1jewtLtBgltHVvHcwuPFUO,https://api.spotify.com/v1/tracks/1jewtLtBgltHVvHcwuPFUO,https://api.spotify.com/v1/audio-analysis/1jewtLtBgltHVvHcwuPFUO,211067,4
4276,0.595,0.787,0,-4.363,1,0.0312,0.00124,0.0387,0.165,0.438,119.992,audio_features,0GD6iFO5zOlgIW6tcM2ZVG,spotify:track:0GD6iFO5zOlgIW6tcM2ZVG,https://api.spotify.com/v1/tracks/0GD6iFO5zOlgIW6tcM2ZVG,https://api.spotify.com/v1/audio-analysis/0GD6iFO5zOlgIW6tcM2ZVG,212000,4
4277,0.726,0.761,2,-4.585,1,0.163,0.123,0.0,0.138,0.646,91.0,audio_features,4WvSEHmiasJOHDaNL6YnBu,spotify:track:4WvSEHmiasJOHDaNL6YnBu,https://api.spotify.com/v1/tracks/4WvSEHmiasJOHDaNL6YnBu,https://api.spotify.com/v1/audio-analysis/4WvSEHmiasJOHDaNL6YnBu,206059,4
4278,0.765,0.468,6,-7.439,0,0.0272,0.48,0.0,0.0977,0.704,107.033,audio_features,6qeQjerhxrlyj0c3yuE4K7,spotify:track:6qeQjerhxrlyj0c3yuE4K7,https://api.spotify.com/v1/tracks/6qeQjerhxrlyj0c3yuE4K7,https://api.spotify.com/v1/audio-analysis/6qeQjerhxrlyj0c3yuE4K7,250615,4
4279,0.615,0.822,2,-3.846,1,0.0313,1.63e-05,0.0107,0.193,0.31,100.358,audio_features,4GlVLIFNxLCKAYEl836BNw,spotify:track:4GlVLIFNxLCKAYEl836BNw,https://api.spotify.com/v1/tracks/4GlVLIFNxLCKAYEl836BNw,https://api.spotify.com/v1/audio-analysis/4GlVLIFNxLCKAYEl836BNw,172787,4
4280,0.333,0.844,4,-3.274,1,0.0364,0.000121,0.0171,0.194,0.321,80.015,audio_features,3t2waZTBUBnJnWlToFS1Jp,spotify:track:3t2waZTBUBnJnWlToFS1Jp,https://api.spotify.com/v1/tracks/3t2waZTBUBnJnWlToFS1Jp,https://api.spotify.com/v1/audio-analysis/3t2waZTBUBnJnWlToFS1Jp,443496,4
4281,0.634,0.832,11,-3.879,0,0.0463,0.0815,0.0,0.429,0.772,145.966,audio_features,5efvxYn0J1q8iuIZBqpDD7,spotify:track:5efvxYn0J1q8iuIZBqpDD7,https://api.spotify.com/v1/tracks/5efvxYn0J1q8iuIZBqpDD7,https://api.spotify.com/v1/audio-analysis/5efvxYn0J1q8iuIZBqpDD7,205693,4
4282,0.741,0.759,8,-4.333,1,0.0331,0.00411,0.000914,0.0757,0.892,111.963,audio_features,3ecc8UTM48hMOkqGDnP6I4,spotify:track:3ecc8UTM48hMOkqGDnP6I4,https://api.spotify.com/v1/tracks/3ecc8UTM48hMOkqGDnP6I4,https://api.spotify.com/v1/audio-analysis/3ecc8UTM48hMOkqGDnP6I4,190760,4
4283,0.674,0.76,5,-3.213,1,0.0458,0.072,0.0,0.129,0.841,131.977,audio_features,2nKzhen7U2hJqZSKJcg8Ei,spotify:track:2nKzhen7U2hJqZSKJcg8Ei,https://api.spotify.com/v1/tracks/2nKzhen7U2hJqZSKJcg8Ei,https://api.spotify.com/v1/audio-analysis/2nKzhen7U2hJqZSKJcg8Ei,160400,4
4284,0.692,0.831,1,-6.955,1,0.0477,0.0046,0.00775,0.0937,0.797,100.0,audio_features,0yWm1iskE5jHcbXhW9Sz8k,spotify:track:0yWm1iskE5jHcbXhW9Sz8k,https://api.spotify.com/v1/tracks/0yWm1iskE5jHcbXhW9Sz8k,https://api.spotify.com/v1/audio-analysis/0yWm1iskE5jHcbXhW9Sz8k,211253,4
4285,0.599,0.85,7,-5.363,1,0.0383,8.9e-05,0.0104,0.113,0.144,146.293,audio_features,0xGGVLXciR1jnaGnIXWYtu,spotify:track:0xGGVLXciR1jnaGnIXWYtu,https://api.spotify.com/v1/tracks/0xGGVLXciR1jnaGnIXWYtu,https://api.spotify.com/v1/audio-analysis/0xGGVLXciR1jnaGnIXWYtu,233470,4
4286,0.651,0.657,10,-8.232,0,0.402,0.533,1.04e-06,0.25,0.67,76.56,audio_features,1Djpd97nIdTT6elelEaldS,spotify:track:1Djpd97nIdTT6elelEaldS,https://api.spotify.com/v1/tracks/1Djpd97nIdTT6elelEaldS,https://api.spotify.com/v1/audio-analysis/1Djpd97nIdTT6elelEaldS,174813,4
4287,0.473,0.518,1,-8.1,1,0.0405,0.553,1.26e-06,0.111,0.18,96.129,audio_features,3odrUVQ9tvRpkC9II2oWzx,spotify:track:3odrUVQ9tvRpkC9II2oWzx,https://api.spotify.com/v1/tracks/3odrUVQ9tvRpkC9II2oWzx,https://api.spotify.com/v1/audio-analysis/3odrUVQ9tvRpkC9II2oWzx,240867,4
4288,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,audio_features,0AS63m1wHv9n4VVRizK6Hc,spotify:track:0AS63m1wHv9n4VVRizK6Hc,https://api.spotify.com/v1/tracks/0AS63m1wHv9n4VVRizK6Hc,https://api.spotify.com/v1/audio-analysis/0AS63m1wHv9n4VVRizK6Hc,208733,4
4289,0.743,0.815,7,-5.559,1,0.0892,0.249,0.0,0.21,0.662,121.914,audio_features,5UerPPZCKoFdPldEDuL4gs,spotify:track:5UerPPZCKoFdPldEDuL4gs,https://api.spotify.com/v1/tracks/5UerPPZCKoFdPldEDuL4gs,https://api.spotify.com/v1/audio-analysis/5UerPPZCKoFdPldEDuL4gs,192053,4
4290,0.597,0.622,7,-6.948,1,0.0286,0.0959,7.84e-05,0.0934,0.824,104.503,audio_features,5sHlU2ejWIzJDHgSrwSxx6,spotify:track:5sHlU2ejWIzJDHgSrwSxx6,https://api.spotify.com/v1/tracks/5sHlU2ejWIzJDHgSrwSxx6,https://api.spotify.com/v1/audio-analysis/5sHlU2ejWIzJDHgSrwSxx6,216207,4
4291,0.58,0.731,0,-6.407,1,0.0323,0.0489,3.15e-06,0.124,0.47,96.981,audio_features,0iQHrx2b1RbE350jEs7dok,spotify:track:0iQHrx2b1RbE350jEs7dok,https://api.spotify.com/v1/tracks/0iQHrx2b1RbE350jEs7dok,https://api.spotify.com/v1/audio-analysis/0iQHrx2b1RbE350jEs7dok,238253,4
4292,0.714,0.884,11,-2.932,1,0.113,0.00983,0.0,0.439,0.584,145.074,audio_features,2PsuktMveOXllYMbAy5dEj,spotify:track:2PsuktMveOXllYMbAy5dEj,https://api.spotify.com/v1/tracks/2PsuktMveOXllYMbAy5dEj,https://api.spotify.com/v1/audio-analysis/2PsuktMveOXllYMbAy5dEj,178177,4
4293,0.872,0.659,7,-6.142,1,0.34,0.014,0.00701,0.414,0.218,140.086,audio_features,5Djg43OzL7HVYgG0CwJKwI,spotify:track:5Djg43OzL7HVYgG0CwJKwI,https://api.spotify.com/v1/tracks/5Djg43OzL7HVYgG0CwJKwI,https://api.spotify.com/v1/audio-analysis/5Djg43OzL7HVYgG0CwJKwI,226286,4
4294,0.369,0.702,0,-4.155,1,0.154,0.00148,0.0,0.217,0.285,180.947,audio_features,2DHWM8Bm4zuzuH7UOXscJw,spotify:track:2DHWM8Bm4zuzuH7UOXscJw,https://api.spotify.com/v1/tracks/2DHWM8Bm4zuzuH7UOXscJw,https://api.spotify.com/v1/audio-analysis/2DHWM8Bm4zuzuH7UOXscJw,175402,4
4295,0.686,0.698,4,-5.142,1,0.0642,0.139,0.0,0.134,0.963,93.972,audio_features,5G3UfEFiR4MUqkC8ETbzeR,spotify:track:5G3UfEFiR4MUqkC8ETbzeR,https://api.spotify.com/v1/tracks/5G3UfEFiR4MUqkC8ETbzeR,https://api.spotify.com/v1/audio-analysis/5G3UfEFiR4MUqkC8ETbzeR,179640,4
4296,0.731,0.81,8,-4.653,0,0.108,0.0296,0.00369,0.528,0.373,127.996,audio_features,3WG7UMFxPC9MWbxhJIv4lN,spotify:track:3WG7UMFxPC9MWbxhJIv4lN,https://api.spotify.com/v1/tracks/3WG7UMFxPC9MWbxhJIv4lN,https://api.spotify.com/v1/audio-analysis/3WG7UMFxPC9MWbxhJIv4lN,212667,4
