,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
26,0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92.035,audio_features,16sbugRbf9xEKlekuQ7Whm,spotify:track:16sbugRbf9xEKlekuQ7Whm,https://api.spotify.com/v1/tracks/16sbugRbf9xEKlekuQ7Whm,https://api.spotify.com/v1/audio-analysis/16sbugRbf9xEKlekuQ7Whm,257560,4
27,0.671,0.909,10,-3.213,1,0.0569,0.0108,0.0,0.6,0.795,119.97,audio_features,0f19yeMTQ5ygqwUhv46tdN,spotify:track:0f19yeMTQ5ygqwUhv46tdN,https://api.spotify.com/v1/tracks/0f19yeMTQ5ygqwUhv46tdN,https://api.spotify.com/v1/audio-analysis/0f19yeMTQ5ygqwUhv46tdN,231840,4
28,0.518,0.809,9,-5.451,0,0.0382,0.137,0.000239,0.119,0.0957,140.065,audio_features,1myEOhXztRxUVfaAEQiKkU,spotify:track:1myEOhXztRxUVfaAEQiKkU,https://api.spotify.com/v1/tracks/1myEOhXztRxUVfaAEQiKkU,https://api.spotify.com/v1/audio-analysis/1myEOhXztRxUVfaAEQiKkU,255907,4
29,0.59,0.803,4,-2.518,1,0.085,0.537,0.0,0.105,0.477,87.851,audio_features,5RqIM2vv5nw2PGJBqPD8Rg,spotify:track:5RqIM2vv5nw2PGJBqPD8Rg,https://api.spotify.com/v1/tracks/5RqIM2vv5nw2PGJBqPD8Rg,https://api.spotify.com/v1/audio-analysis/5RqIM2vv5nw2PGJBqPD8Rg,151573,4
30,0.62,0.832,10,-4.848,1,0.036,0.332,0.0,0.104,0.481,144.926,audio_features,6SKwQghsR8AISlxhcwyA9R,spotify:track:6SKwQghsR8AISlxhcwyA9R,https://api.spotify.com/v1/tracks/6SKwQghsR8AISlxhcwyA9R,https://api.spotify.com/v1/audio-analysis/6SKwQghsR8AISlxhcwyA9R,230120,4
31,0.766,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.104,0.833,127.966,audio_features,0C4ejWmOTMv8vuYj85mf8m,spotify:track:0C4ejWmOTMv8vuYj85mf8m,https://api.spotify.com/v1/tracks/0C4ejWmOTMv8vuYj85mf8m,https://api.spotify.com/v1/audio-analysis/0C4ejWmOTMv8vuYj85mf8m,243533,4
32,0.534,0.855,4,-7.102,0,0.0526,0.00706,0.0,0.122,0.391,95.274,audio_features,6pEU943aHfZdY4jhUpQ9ms,spotify:track:6pEU943aHfZdY4jhUpQ9ms,https://api.spotify.com/v1/tracks/6pEU943aHfZdY4jhUpQ9ms,https://api.spotify.com/v1/audio-analysis/6pEU943aHfZdY4jhUpQ9ms,295893,4
33,0.619,0.744,1,-5.072,1,0.0472,0.373,0.0,0.104,0.362,114.919,audio_features,2Wi4fV0hQZg9mx0H10bjip,spotify:track:2Wi4fV0hQZg9mx0H10bjip,https://api.spotify.com/v1/tracks/2Wi4fV0hQZg9mx0H10bjip,https://api.spotify.com/v1/audio-analysis/2Wi4fV0hQZg9mx0H10bjip,188453,4
34,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,audio_features,3f3omU8n47Mqyab5nCaGyT,spotify:track:3f3omU8n47Mqyab5nCaGyT,https://api.spotify.com/v1/tracks/3f3omU8n47Mqyab5nCaGyT,https://api.spotify.com/v1/audio-analysis/3f3omU8n47Mqyab5nCaGyT,219493,4
35,0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120.057,audio_features,6vc2Jq2vaGu8z326kSrw92,spotify:track:6vc2Jq2vaGu8z326kSrw92,https://api.spotify.com/v1/tracks/6vc2Jq2vaGu8z326kSrw92,https://api.spotify.com/v1/audio-analysis/6vc2Jq2vaGu8z326kSrw92,187133,4
36,0.587,0.738,7,-4.469,1,0.0282,0.548,0.0,0.109,0.329,99.046,audio_features,1FbTceMivK92mVV3iGdwZk,spotify:track:1FbTceMivK92mVV3iGdwZk,https://api.spotify.com/v1/tracks/1FbTceMivK92mVV3iGdwZk,https://api.spotify.com/v1/audio-analysis/1FbTceMivK92mVV3iGdwZk,225933,4
37,0.363,0.355,7,-9.877,1,0.0457,0.371,7.43e-05,0.0814,0.19,180.364,audio_features,3Y1JP1ulhlpgCqRzMQhVJr,spotify:track:3Y1JP1ulhlpgCqRzMQhVJr,https://api.spotify.com/v1/tracks/3Y1JP1ulhlpgCqRzMQhVJr,https://api.spotify.com/v1/audio-analysis/3Y1JP1ulhlpgCqRzMQhVJr,266533,4
38,0.363,0.129,0,-14.304,1,0.0322,0.904,1.52e-06,0.157,0.147,80.367,audio_features,0Cvjlph1WGbwZY1PlMEtJY,spotify:track:0Cvjlph1WGbwZY1PlMEtJY,https://api.spotify.com/v1/tracks/0Cvjlph1WGbwZY1PlMEtJY,https://api.spotify.com/v1/audio-analysis/0Cvjlph1WGbwZY1PlMEtJY,198147,3
39,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.912,audio_features,1zusIxNqJu8i4g6P6hJ2Qa,spotify:track:1zusIxNqJu8i4g6P6hJ2Qa,https://api.spotify.com/v1/tracks/1zusIxNqJu8i4g6P6hJ2Qa,https://api.spotify.com/v1/audio-analysis/1zusIxNqJu8i4g6P6hJ2Qa,219920,4
40,0.433,0.361,6,-7.679,0,0.0298,0.609,0.00565,0.177,0.102,119.53,audio_features,7lYAgrpZH9UlfPfy9mxNt5,spotify:track:7lYAgrpZH9UlfPfy9mxNt5,https://api.spotify.com/v1/tracks/7lYAgrpZH9UlfPfy9mxNt5,https://api.spotify.com/v1/audio-analysis/7lYAgrpZH9UlfPfy9mxNt5,226133,3
41,0.463,0.755,4,-7.244,1,0.0634,0.11,4.89e-06,0.103,0.252,145.319,audio_features,5u0YB9bpmgEPS2bPhwfRFV,spotify:track:5u0YB9bpmgEPS2bPhwfRFV,https://api.spotify.com/v1/tracks/5u0YB9bpmgEPS2bPhwfRFV,https://api.spotify.com/v1/audio-analysis/5u0YB9bpmgEPS2bPhwfRFV,261213,4
42,0.676,0.762,1,-4.172,1,0.0351,0.461,0.0,0.0574,0.81,119.003,audio_features,3VA8T3rNy5V24AXxNK5u9E,spotify:track:3VA8T3rNy5V24AXxNK5u9E,https://api.spotify.com/v1/tracks/3VA8T3rNy5V24AXxNK5u9E,https://api.spotify.com/v1/audio-analysis/3VA8T3rNy5V24AXxNK5u9E,207493,4
43,0.528,0.467,5,-5.306,1,0.0287,0.295,0.0,0.165,0.184,154.985,audio_features,0ZUHoyKB4dPqXG7MGvnQGm,spotify:track:0ZUHoyKB4dPqXG7MGvnQGm,https://api.spotify.com/v1/tracks/0ZUHoyKB4dPqXG7MGvnQGm,https://api.spotify.com/v1/audio-analysis/0ZUHoyKB4dPqXG7MGvnQGm,348227,3
44,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,audio_features,6ECp64rv50XVz93WvxXMGF,spotify:track:6ECp64rv50XVz93WvxXMGF,https://api.spotify.com/v1/tracks/6ECp64rv50XVz93WvxXMGF,https://api.spotify.com/v1/audio-analysis/6ECp64rv50XVz93WvxXMGF,206200,4
45,0.694,0.523,2,-6.407,0,0.0254,0.875,0.000172,0.352,0.472,97.985,audio_features,3g9nxeJPQM4CxhHt1iNlB4,spotify:track:3g9nxeJPQM4CxhHt1iNlB4,https://api.spotify.com/v1/tracks/3g9nxeJPQM4CxhHt1iNlB4,https://api.spotify.com/v1/audio-analysis/3g9nxeJPQM4CxhHt1iNlB4,209453,4
46,0.152,0.334,7,-4.735,1,0.0306,0.639,6.95e-05,0.115,0.161,71.728,audio_features,6YdF6J3rz1BX6AZVhe7zgL,spotify:track:6YdF6J3rz1BX6AZVhe7zgL,https://api.spotify.com/v1/tracks/6YdF6J3rz1BX6AZVhe7zgL,https://api.spotify.com/v1/audio-analysis/6YdF6J3rz1BX6AZVhe7zgL,215867,4
47,0.616,0.209,9,-13.43,1,0.406,0.902,0.0,0.139,0.336,86.891,audio_features,0ygAYQQy7bfDN6gH640bbl,spotify:track:0ygAYQQy7bfDN6gH640bbl,https://api.spotify.com/v1/tracks/0ygAYQQy7bfDN6gH640bbl,https://api.spotify.com/v1/audio-analysis/0ygAYQQy7bfDN6gH640bbl,229613,1
48,0.501,0.809,7,-5.264,1,0.0938,0.0338,0.00602,0.119,0.258,149.964,audio_features,456WNXWhDwYOSf5SpTuqxd,spotify:track:456WNXWhDwYOSf5SpTuqxd,https://api.spotify.com/v1/tracks/456WNXWhDwYOSf5SpTuqxd,https://api.spotify.com/v1/audio-analysis/456WNXWhDwYOSf5SpTuqxd,252819,4
49,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906,audio_features,02XnQdf7sipaKBBHixz3Zp,spotify:track:02XnQdf7sipaKBBHixz3Zp,https://api.spotify.com/v1/tracks/02XnQdf7sipaKBBHixz3Zp,https://api.spotify.com/v1/audio-analysis/02XnQdf7sipaKBBHixz3Zp,208307,4
50,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,audio_features,0HRshWRNAwQBROvxXqG3i9,spotify:track:0HRshWRNAwQBROvxXqG3i9,https://api.spotify.com/v1/tracks/0HRshWRNAwQBROvxXqG3i9,https://api.spotify.com/v1/audio-analysis/0HRshWRNAwQBROvxXqG3i9,201080,4
51,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,audio_features,6tS3XVuOyu10897O3ae7bi,spotify:track:6tS3XVuOyu10897O3ae7bi,https://api.spotify.com/v1/tracks/6tS3XVuOyu10897O3ae7bi,https://api.spotify.com/v1/audio-analysis/6tS3XVuOyu10897O3ae7bi,234653,4
52,0.765,0.486,7,-13.819,1,0.0469,0.0745,9.89e-06,0.282,0.856,87.054,audio_features,61xvgZVz1DiR628nmGtsZH,spotify:track:61xvgZVz1DiR628nmGtsZH,https://api.spotify.com/v1/tracks/61xvgZVz1DiR628nmGtsZH,https://api.spotify.com/v1/audio-analysis/61xvgZVz1DiR628nmGtsZH,234507,4
53,0.629,0.969,8,-0.276,0,0.0455,0.00184,0.0,0.122,0.905,150.01,audio_features,6yRraj2ghJiIcVbQ6Vb59Q,spotify:track:6yRraj2ghJiIcVbQ6Vb59Q,https://api.spotify.com/v1/tracks/6yRraj2ghJiIcVbQ6Vb59Q,https://api.spotify.com/v1/audio-analysis/6yRraj2ghJiIcVbQ6Vb59Q,248627,4
54,0.617,0.741,2,-3.97,1,0.0311,0.131,0.0,0.0772,0.306,118.984,audio_features,1D4PL9B8gOg78jiHg3FvBb,spotify:track:1D4PL9B8gOg78jiHg3FvBb,https://api.spotify.com/v1/tracks/1D4PL9B8gOg78jiHg3FvBb,https://api.spotify.com/v1/audio-analysis/1D4PL9B8gOg78jiHg3FvBb,236267,4
55,0.616,0.78,2,-6.062,1,0.0623,0.0322,0.0,0.173,0.471,110.005,audio_features,7cvkXf3AwPGT041PyOi5VX,spotify:track:7cvkXf3AwPGT041PyOi5VX,https://api.spotify.com/v1/tracks/7cvkXf3AwPGT041PyOi5VX,https://api.spotify.com/v1/audio-analysis/7cvkXf3AwPGT041PyOi5VX,377467,4
56,0.575,0.821,0,-5.7,1,0.0527,0.181,0.0,0.124,0.449,118.021,audio_features,2N0volXQpwsvjDorTTxBAU,spotify:track:2N0volXQpwsvjDorTTxBAU,https://api.spotify.com/v1/tracks/2N0volXQpwsvjDorTTxBAU,https://api.spotify.com/v1/audio-analysis/2N0volXQpwsvjDorTTxBAU,238000,4
57,0.686,0.457,11,-8.322,1,0.0468,0.595,0.0,0.105,0.718,150.953,audio_features,1EzrEOXmMH3G43AXT1y7pA,spotify:track:1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,242187,4
58,0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39e-05,0.426,0.841,124.992,audio_features,2WQ09wqQBIOor7Q0VpIDBK,spotify:track:2WQ09wqQBIOor7Q0VpIDBK,https://api.spotify.com/v1/tracks/2WQ09wqQBIOor7Q0VpIDBK,https://api.spotify.com/v1/audio-analysis/2WQ09wqQBIOor7Q0VpIDBK,268840,4
59,0.271,0.49,0,-9.069,1,0.0528,0.0492,0.00028,0.11,0.175,67.605,audio_features,75KDfhPbmeet8kMY9cJZPt,spotify:track:75KDfhPbmeet8kMY9cJZPt,https://api.spotify.com/v1/tracks/75KDfhPbmeet8kMY9cJZPt,https://api.spotify.com/v1/audio-analysis/75KDfhPbmeet8kMY9cJZPt,270667,4
60,0.738,0.804,11,-3.851,1,0.0621,0.332,0.0,0.279,0.949,174.943,audio_features,386RUes7n1uM1yfzgeUuwp,spotify:track:386RUes7n1uM1yfzgeUuwp,https://api.spotify.com/v1/tracks/386RUes7n1uM1yfzgeUuwp,https://api.spotify.com/v1/audio-analysis/386RUes7n1uM1yfzgeUuwp,190213,4
61,0.209,0.418,3,-8.74,1,0.0338,0.163,0.00195,0.113,0.123,138.265,audio_features,7LVHVU3tWfcxj5aiPFEW4Q,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/audio-analysis/7LVHVU3tWfcxj5aiPFEW4Q,295533,4
62,0.634,0.941,8,-6.103,1,0.0337,0.000297,0.000193,0.114,0.793,99.961,audio_features,7xyvMaJZA7thwtPQv6OCbc,spotify:track:7xyvMaJZA7thwtPQv6OCbc,https://api.spotify.com/v1/tracks/7xyvMaJZA7thwtPQv6OCbc,https://api.spotify.com/v1/audio-analysis/7xyvMaJZA7thwtPQv6OCbc,246027,4
63,0.48,0.561,0,-5.874,1,0.027,0.317,0.00641,0.184,0.541,164.791,audio_features,570ZDO2Lmh6NQChOU5xPUL,spotify:track:570ZDO2Lmh6NQChOU5xPUL,https://api.spotify.com/v1/tracks/570ZDO2Lmh6NQChOU5xPUL,https://api.spotify.com/v1/audio-analysis/570ZDO2Lmh6NQChOU5xPUL,154160,4
64,0.645,0.825,4,-6.473,1,0.0273,0.163,0.0,0.114,0.641,117.037,audio_features,3mJq2ZlI3ZN8hvmRSdzRy9,spotify:track:3mJq2ZlI3ZN8hvmRSdzRy9,https://api.spotify.com/v1/tracks/3mJq2ZlI3ZN8hvmRSdzRy9,https://api.spotify.com/v1/audio-analysis/3mJq2ZlI3ZN8hvmRSdzRy9,215320,4
65,0.56,0.652,5,-2.205,0,0.0328,0.743,0.0,0.488,0.611,86.993,audio_features,4peOU5pRQ3wpjofMSXGShR,spotify:track:4peOU5pRQ3wpjofMSXGShR,https://api.spotify.com/v1/tracks/4peOU5pRQ3wpjofMSXGShR,https://api.spotify.com/v1/audio-analysis/4peOU5pRQ3wpjofMSXGShR,198093,4
66,0.667,0.902,7,-4.588,1,0.0988,0.00112,0.0,0.0624,0.719,135.933,audio_features,6l2Q66TlfZqzbRkFrZOMT1,spotify:track:6l2Q66TlfZqzbRkFrZOMT1,https://api.spotify.com/v1/tracks/6l2Q66TlfZqzbRkFrZOMT1,https://api.spotify.com/v1/audio-analysis/6l2Q66TlfZqzbRkFrZOMT1,161973,4
67,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,audio_features,455AfCsOhhLPRc68sE01D8,spotify:track:455AfCsOhhLPRc68sE01D8,https://api.spotify.com/v1/tracks/455AfCsOhhLPRc68sE01D8,https://api.spotify.com/v1/audio-analysis/455AfCsOhhLPRc68sE01D8,230747,4
68,0.589,0.227,2,-16.67,1,0.0498,0.64,0.00469,0.0248,0.182,74.993,audio_features,0Tel1fmuCxEFV6wBLXsEdk,spotify:track:0Tel1fmuCxEFV6wBLXsEdk,https://api.spotify.com/v1/tracks/0Tel1fmuCxEFV6wBLXsEdk,https://api.spotify.com/v1/audio-analysis/0Tel1fmuCxEFV6wBLXsEdk,280853,4
69,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0112,0.183,0.261,130.969,audio_features,0BCPKOYdS2jbQ8iyB56Zns,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/tracks/0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/audio-analysis/0BCPKOYdS2jbQ8iyB56Zns,307880,4
70,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,audio_features,3LUWWox8YYykohBbHUrrxd,spotify:track:3LUWWox8YYykohBbHUrrxd,https://api.spotify.com/v1/tracks/3LUWWox8YYykohBbHUrrxd,https://api.spotify.com/v1/audio-analysis/3LUWWox8YYykohBbHUrrxd,204760,4
71,0.637,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.012,audio_features,47Slg6LuqLaX0VodpSCvPt,spotify:track:47Slg6LuqLaX0VodpSCvPt,https://api.spotify.com/v1/tracks/47Slg6LuqLaX0VodpSCvPt,https://api.spotify.com/v1/audio-analysis/47Slg6LuqLaX0VodpSCvPt,220733,4
72,0.614,0.899,1,-5.134,0,0.0292,0.0174,0.00415,0.303,0.725,117.977,audio_features,2zY5sVw2ZNhjdm1cywGYlT,spotify:track:2zY5sVw2ZNhjdm1cywGYlT,https://api.spotify.com/v1/tracks/2zY5sVw2ZNhjdm1cywGYlT,https://api.spotify.com/v1/audio-analysis/2zY5sVw2ZNhjdm1cywGYlT,232956,4
73,0.754,0.806,9,-4.767,1,0.0388,0.0346,0.0274,0.204,0.532,95.506,audio_features,2i1S5Dq9SaFGcnw8mnb4ks,spotify:track:2i1S5Dq9SaFGcnw8mnb4ks,https://api.spotify.com/v1/tracks/2i1S5Dq9SaFGcnw8mnb4ks,https://api.spotify.com/v1/audio-analysis/2i1S5Dq9SaFGcnw8mnb4ks,191840,4
74,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012,audio_features,7jqzZyJJLrpkRFYGpkqSK6,spotify:track:7jqzZyJJLrpkRFYGpkqSK6,https://api.spotify.com/v1/tracks/7jqzZyJJLrpkRFYGpkqSK6,https://api.spotify.com/v1/audio-analysis/7jqzZyJJLrpkRFYGpkqSK6,272800,4
75,0.357,0.241,2,-12.366,1,0.0618,0.94,0.000129,0.353,0.227,91.195,audio_features,5fDWs2ZejqlDvjDxLUNcGB,spotify:track:5fDWs2ZejqlDvjDxLUNcGB,https://api.spotify.com/v1/tracks/5fDWs2ZejqlDvjDxLUNcGB,https://api.spotify.com/v1/audio-analysis/5fDWs2ZejqlDvjDxLUNcGB,197893,4
76,0.481,0.635,7,-4.866,1,0.0246,0.31,0.0,0.36,0.396,85.043,audio_features,4kuRmggsU3EPrVhwdE7Ikc,spotify:track:4kuRmggsU3EPrVhwdE7Ikc,https://api.spotify.com/v1/tracks/4kuRmggsU3EPrVhwdE7Ikc,https://api.spotify.com/v1/audio-analysis/4kuRmggsU3EPrVhwdE7Ikc,204987,3
77,0.758,0.554,7,-4.567,1,0.0341,0.0116,0.0,0.0418,0.783,126.986,audio_features,2fQxE0jVrjNMT9oJAXtSJR,spotify:track:2fQxE0jVrjNMT9oJAXtSJR,https://api.spotify.com/v1/tracks/2fQxE0jVrjNMT9oJAXtSJR,https://api.spotify.com/v1/audio-analysis/2fQxE0jVrjNMT9oJAXtSJR,231840,4
78,0.692,0.422,2,-10.533,1,0.0333,0.0811,0.0,0.0848,0.468,74.375,audio_features,2DjWsDGgL1xNbhnr7f6t5F,spotify:track:2DjWsDGgL1xNbhnr7f6t5F,https://api.spotify.com/v1/tracks/2DjWsDGgL1xNbhnr7f6t5F,https://api.spotify.com/v1/audio-analysis/2DjWsDGgL1xNbhnr7f6t5F,193120,4
79,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,audio_features,5PKWUDfQFtc5qqo8cs1gQp,spotify:track:5PKWUDfQFtc5qqo8cs1gQp,https://api.spotify.com/v1/tracks/5PKWUDfQFtc5qqo8cs1gQp,https://api.spotify.com/v1/audio-analysis/5PKWUDfQFtc5qqo8cs1gQp,242974,4
80,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,audio_features,3oDFtOhcN08qeDPAK6MEQG,spotify:track:3oDFtOhcN08qeDPAK6MEQG,https://api.spotify.com/v1/tracks/3oDFtOhcN08qeDPAK6MEQG,https://api.spotify.com/v1/audio-analysis/3oDFtOhcN08qeDPAK6MEQG,251440,4
81,0.559,0.7,5,-5.947,1,0.0337,0.00991,2.73e-06,0.126,0.361,93.047,audio_features,76phsKvRRhuqvUivKx9LA9,spotify:track:76phsKvRRhuqvUivKx9LA9,https://api.spotify.com/v1/tracks/76phsKvRRhuqvUivKx9LA9,https://api.spotify.com/v1/audio-analysis/76phsKvRRhuqvUivKx9LA9,211987,3
82,0.689,0.369,0,-9.407,0,0.0279,0.693,0.00234,0.111,0.362,116.885,audio_features,5Yh8llWGzOQiBgrkOkj7vr,spotify:track:5Yh8llWGzOQiBgrkOkj7vr,https://api.spotify.com/v1/tracks/5Yh8llWGzOQiBgrkOkj7vr,https://api.spotify.com/v1/audio-analysis/5Yh8llWGzOQiBgrkOkj7vr,316240,4
83,0.611,0.692,8,-5.544,1,0.279,0.157,0.0,0.0902,0.544,135.047,audio_features,5G6x3QgKSzos6khVmDa3rI,spotify:track:5G6x3QgKSzos6khVmDa3rI,https://api.spotify.com/v1/tracks/5G6x3QgKSzos6khVmDa3rI,https://api.spotify.com/v1/audio-analysis/5G6x3QgKSzos6khVmDa3rI,311933,4
84,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0347,0.687,85.1,audio_features,588RGyR1f4Plc8nm7SrdCa,spotify:track:588RGyR1f4Plc8nm7SrdCa,https://api.spotify.com/v1/tracks/588RGyR1f4Plc8nm7SrdCa,https://api.spotify.com/v1/audio-analysis/588RGyR1f4Plc8nm7SrdCa,256000,4
85,0.613,0.564,9,-7.654,1,0.0309,0.257,5.06e-05,0.136,0.42,120.105,audio_features,6683Ew0opY9AvL7FDkymxu,spotify:track:6683Ew0opY9AvL7FDkymxu,https://api.spotify.com/v1/tracks/6683Ew0opY9AvL7FDkymxu,https://api.spotify.com/v1/audio-analysis/6683Ew0opY9AvL7FDkymxu,198960,4
86,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,audio_features,5fVZC9GiM4e8vu99W0Xf6J,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,262533,4
87,0.236,0.249,6,-9.595,0,0.0348,0.811,1e-06,0.087,0.181,72.847,audio_features,0fBSs3fRoh1yJcne77fdu9,spotify:track:0fBSs3fRoh1yJcne77fdu9,https://api.spotify.com/v1/tracks/0fBSs3fRoh1yJcne77fdu9,https://api.spotify.com/v1/audio-analysis/0fBSs3fRoh1yJcne77fdu9,281960,5
88,0.7,0.709,7,-5.006,1,0.0839,0.0048,0.0,0.0289,0.625,122.019,audio_features,1gv4xPanImH17bKZ9rOveR,spotify:track:1gv4xPanImH17bKZ9rOveR,https://api.spotify.com/v1/tracks/1gv4xPanImH17bKZ9rOveR,https://api.spotify.com/v1/audio-analysis/1gv4xPanImH17bKZ9rOveR,202960,4
89,0.706,0.713,0,-5.512,0,0.0301,0.0596,0.0,0.132,0.544,102.037,audio_features,7sapKrjDij2fpDVj0GxP66,spotify:track:7sapKrjDij2fpDVj0GxP66,https://api.spotify.com/v1/tracks/7sapKrjDij2fpDVj0GxP66,https://api.spotify.com/v1/audio-analysis/7sapKrjDij2fpDVj0GxP66,257133,4
90,0.699,0.87,0,-4.925,1,0.0546,0.000532,0.0219,0.359,0.778,120.033,audio_features,18cST7DK31Ab2rTH1POP6A,spotify:track:18cST7DK31Ab2rTH1POP6A,https://api.spotify.com/v1/tracks/18cST7DK31Ab2rTH1POP6A,https://api.spotify.com/v1/audio-analysis/18cST7DK31Ab2rTH1POP6A,238467,4
91,0.664,0.844,2,-3.672,1,0.0487,0.0499,0.0,0.364,0.377,140.039,audio_features,4wAJ8aQ9Ufj9ylfWESkrDL,spotify:track:4wAJ8aQ9Ufj9ylfWESkrDL,https://api.spotify.com/v1/tracks/4wAJ8aQ9Ufj9ylfWESkrDL,https://api.spotify.com/v1/audio-analysis/4wAJ8aQ9Ufj9ylfWESkrDL,195240,4
92,0.423,0.46,0,-7.587,1,0.0454,0.433,0.0,0.0701,0.266,125.106,audio_features,4NpGJZC2cL5RYbzFfbcEVE,spotify:track:4NpGJZC2cL5RYbzFfbcEVE,https://api.spotify.com/v1/tracks/4NpGJZC2cL5RYbzFfbcEVE,https://api.spotify.com/v1/audio-analysis/4NpGJZC2cL5RYbzFfbcEVE,229600,4
93,0.588,0.684,1,-5.154,1,0.0288,0.508,0.0,0.141,0.121,85.997,audio_features,4xInIiKipU1mtUogJ3ZdYr,spotify:track:4xInIiKipU1mtUogJ3ZdYr,https://api.spotify.com/v1/tracks/4xInIiKipU1mtUogJ3ZdYr,https://api.spotify.com/v1/audio-analysis/4xInIiKipU1mtUogJ3ZdYr,224867,4
94,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,audio_features,6Uy6K3KdmUdAfelUp0SeXn,spotify:track:6Uy6K3KdmUdAfelUp0SeXn,https://api.spotify.com/v1/tracks/6Uy6K3KdmUdAfelUp0SeXn,https://api.spotify.com/v1/audio-analysis/6Uy6K3KdmUdAfelUp0SeXn,220573,4
95,0.523,0.898,11,-6.765,0,0.0567,0.00491,0.0345,0.0746,0.355,123.085,audio_features,7clUVcSOtkNWa58Gw5RfD4,spotify:track:7clUVcSOtkNWa58Gw5RfD4,https://api.spotify.com/v1/tracks/7clUVcSOtkNWa58Gw5RfD4,https://api.spotify.com/v1/audio-analysis/7clUVcSOtkNWa58Gw5RfD4,287907,4
96,0.732,0.198,5,-11.775,1,0.028,0.883,1.1e-05,0.0659,0.618,88.174,audio_features,6ybViy2qrO9sIi41EgRJgx,spotify:track:6ybViy2qrO9sIi41EgRJgx,https://api.spotify.com/v1/tracks/6ybViy2qrO9sIi41EgRJgx,https://api.spotify.com/v1/audio-analysis/6ybViy2qrO9sIi41EgRJgx,186147,4
97,0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833,audio_features,0qAMjeQFyd1qD0LDiV8gWp,spotify:track:0qAMjeQFyd1qD0LDiV8gWp,https://api.spotify.com/v1/tracks/0qAMjeQFyd1qD0LDiV8gWp,https://api.spotify.com/v1/audio-analysis/0qAMjeQFyd1qD0LDiV8gWp,172373,4
98,0.665,0.787,5,-5.73,1,0.151,0.308,0.0,0.219,0.699,167.349,audio_features,3axkNosdVQLZiq1HakuGhc,spotify:track:3axkNosdVQLZiq1HakuGhc,https://api.spotify.com/v1/tracks/3axkNosdVQLZiq1HakuGhc,https://api.spotify.com/v1/audio-analysis/3axkNosdVQLZiq1HakuGhc,212147,4
99,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,audio_features,0ByMNEPAPpOR5H69DVrTNy,spotify:track:0ByMNEPAPpOR5H69DVrTNy,https://api.spotify.com/v1/tracks/0ByMNEPAPpOR5H69DVrTNy,https://api.spotify.com/v1/audio-analysis/0ByMNEPAPpOR5H69DVrTNy,267080,4
